id,id_nama_data,indikator,satuan,data_x,data_y,namadata_tsidx,date_created
329339,11164,Cadangan Devisa BI Menurut Jenis,US$ juta,"31-01-2001,28-02-2001,31-03-2001,30-04-2001,31-05-2001,30-06-2001,31-07-2001,31-08-2001,30-09-2001,31-10-2001,30-11-2001,31-12-2001,31-01-2002,28-02-2002,31-03-2002,30-04-2002,31-05-2002,30-06-2002,31-07-2002,31-08-2002,30-09-2002,31-10-2002,30-11-2002,31-12-2002,31-01-2003,28-02-2003,31-03-2003,30-04-2003,31-05-2003,30-06-2003,31-07-2003,31-08-2003,30-09-2003,31-10-2003,30-11-2003,31-12-2003,31-01-2004,29-02-2004,31-03-2004,30-04-2004,31-05-2004,30-06-2004,31-07-2004,31-08-2004,30-09-2004,31-10-2004,30-11-2004,31-12-2004,31-01-2005,28-02-2005,31-03-2005,30-04-2005,31-05-2005,30-06-2005,31-07-2005,31-08-2005,30-09-2005,31-10-2005,30-11-2005,31-12-2005,31-01-2006,28-02-2006,31-03-2006,30-04-2006,31-05-2006,30-06-2006,31-07-2006,31-08-2006,30-09-2006,31-10-2006,30-11-2006,31-12-2006,31-01-2007,28-02-2007,31-03-2007,30-04-2007,31-05-2007,30-06-2007,31-07-2007,31-08-2007,30-09-2007,31-10-2007,30-11-2007,31-12-2007,31-01-2008,29-02-2008,31-03-2008,30-04-2008,31-05-2008,30-06-2008,31-07-2008,31-08-2008,30-09-2008,31-10-2008,30-11-2008,31-12-2008,31-01-2009,28-02-2009,31-03-2009,30-04-2009,31-05-2009,30-06-2009,31-07-2009,31-08-2009,30-09-2009,31-10-2009,30-11-2009,31-12-2009,31-01-2010,28-02-2010,31-03-2010,30-04-2010,31-05-2010,30-06-2010,31-07-2010,31-08-2010,30-09-2010,31-10-2010,30-11-2010,31-12-2010,31-01-2011,28-02-2011,31-03-2011,30-04-2011,31-05-2011,30-06-2011,31-07-2011,31-08-2011,30-09-2011,31-10-2011,30-11-2011,31-12-2011,31-01-2012,29-02-2012,31-03-2012,30-04-2012,31-05-2012,30-06-2012,31-07-2012,31-08-2012,30-09-2012,31-10-2012,30-11-2012,31-12-2012,31-01-2013,28-02-2013,31-03-2013,30-04-2013,31-05-2013,30-06-2013,31-07-2013,31-08-2013,30-09-2013,31-10-2013,30-11-2013,31-12-2013,31-01-2014,28-02-2014,31-03-2014,30-04-2014,31-05-2014,30-06-2014,31-07-2014,31-08-2014,30-09-2014,31-10-2014,30-11-2014,31-12-2014,31-01-2015,28-02-2015,31-03-2015,30-04-2015,31-05-2015,30-06-2015,31-07-2015,31-08-2015,30-09-2015,31-10-2015,30-11-2015,31-12-2015,31-01-2016,29-02-2016,31-03-2016,30-04-2016,31-05-2016,30-06-2016,31-07-2016,31-08-2016,30-09-2016,31-10-2016,30-11-2016,31-12-2016,31-01-2017,28-02-2017,31-03-2017,30-04-2017,31-05-2017,30-06-2017,31-07-2017,31-08-2017,30-09-2017,31-10-2017,30-11-2017,31-12-2017,31-01-2018,28-02-2018,31-03-2018,30-04-2018,31-05-2018,30-06-2018,31-07-2018,31-08-2018,30-09-2018,31-10-2018,30-11-2018,31-12-2018,31-01-2019,28-02-2019,31-03-2019,30-04-2019,31-05-2019,30-06-2019,31-07-2019,31-08-2019,30-09-2019,31-10-2019,30-11-2019,31-12-2019,31-01-2020,29-02-2020,31-03-2020,30-04-2020,31-05-2020,30-06-2020,31-07-2020,31-08-2020,30-09-2020,31-10-2020,30-11-2020,31-12-2020,31-01-2021,28-02-2021,31-03-2021,30-04-2021,31-05-2021,30-06-2021,31-07-2021,31-08-2021,30-09-2021,31-10-2021,30-11-2021,31-12-2021,31-01-2022,28-02-2022,31-03-2022,30-04-2022,31-05-2022,30-06-2022,31-07-2022,31-08-2022,30-09-2022,31-10-2022,30-11-2022,31-12-2022,31-01-2023,28-02-2023,31-03-2023,30-04-2023,31-05-2023,30-06-2023,31-07-2023,31-08-2023,30-09-2023,31-10-2023,30-11-2023,31-12-2023,31-01-2024,29-02-2024,31-03-2024,30-04-2024,31-05-2024,30-06-2024,31-07-2024,31-08-2024,30-09-2024,31-10-2024,30-11-2024","29257.0,29107.0,28673.0,28713.0,28594.0,28638.0,28938.0,28555.0,28957.0,28596.0,28022.0,28103.63618034,27771.0,27937.0,28004.0,28151.0,28756.0,29279.0,30324.0,30156.0,30041.0,29897.0,29995.0,32033.585247439998,32182.0,32218.0,32578.0,33626.0,34162.0,34057.0,33733.0,33540.0,34068.0,34842.0,35114.0,36256.2036416,35975.0,36001.0,37419.0,37081.0,36470.0,34851.0,34811.0,34822.0,34802.0,35353.0,35927.0,36310.73390932,36092.0,36542.0,36030.0,36429.0,34613.0,33865.0,32208.0,31180.0,30318.0,32646.0,33240.0,34730.79904925,35076.0,35535.0,40488.0,42811.0,44169.0,40107.0,41125.0,41995.0,42352.0,39895.0,41579.0,42597.040281589994,43266.0,45690.0,47221.0,49309.0,50113.0,50924.0,51880.0,51426.0,52875.0,54154.0,54897.0,56935.7440233,55999.0,57125.0,58987.0,58770.0,57464.0,59453.0,60563.0,58356.0,57108.0,50580.0,50182.0,51640.62572132,50870.0,50564.0,54840.0,56566.0,57934.0,57576.0,57418.0,57943.0,62287.0,64528.0,65844.0,66118.91796814,69562.47,69730.6,71823.21,78582.77,74587.29,76321.26,78794.09,81317.21,86550.64,91798.63,92759.28,96206.85,95331.56,99618.83,105709.08,113814.19,118108.84,119654.74,122670.95,124637.75,114502.0,113962.0,111316.0,110123.0,111990.65,112219.73,110493.45,116412.81,111527.86,106502.0,106558.79,108990.19,110172.24,110297.16,111285.11,112781.22,108780.0,105183.0,104800.0,107269.0,105149.0,98095.0,92671.0,92997.0,95675.0,96996.0,99960.0,99387.0,100651.0,102741.0,102592.0,105563.0,107048.0,107678.0,110542.0,111224.0,111164.0,111973.0,111144.0,111862.0,114250.0,115527.0,111554.0,110867.0,110771.0,108030.0,107553.0,105346.0,101720.0,100712.0,100240.0,105931.0,102134.0,104544.0,107543.0,107711.0,103591.0,109789.0,111409.0,113538.0,115671.0,115037.0,111466.0,116362.0,116890.0,119863.0,121806.0,123249.0,124953.0,123094.0,127759.0,128787.0,129402.0,126547.0,125967.0,130196.0,131980.0,128059.0,126003.0,124862.0,122914.0,119839.0,118312.0,117927.0,114847.52,115163.0,117212.0,120654.0,120075.0,123274.0,124539.0,124294.0,120347.0,123823.0,125900.0,126441.0,124332.0,126694.0,126633.0,129183.0,131704.0,130444.0,120969.0,127880.0,130544.0,131718.0,135077.0,137041.0,135153.0,133663.0,133556.0,135897.0,138005.0,138787.0,137095.0,138799.0,136398.0,137093.0,137343.0,144784.0,146870.0,145461.0,145858.0,144905.0,141344.0,141435.0,139129.0,135659.0,135550.0,136379.0,132173.0,132202.0,130782.0,130197.0,133994.0,137233.0,139404.0,140311.0,145189.0,144167.0,139286.0,137541.0,137674.0,137090.0,134856.0,133140.0,138100.0,146384.0,145052.0,144040.0,140390.0,136218.0,138973.0,140177.0,145414.0,150243.0,149922.0,151233.0,150243.0",Cadangan Devisa BI Menurut Jenis Total Indonesia  US$ ,2025-01-30 05:33:40
181121,8453,Total Nilai Ekspor Bulanan,US$,"31-01-1993,28-02-1993,31-03-1993,30-04-1993,31-05-1993,30-06-1993,31-07-1993,31-08-1993,30-09-1993,31-10-1993,30-11-1993,31-12-1993,31-01-1994,28-02-1994,31-03-1994,30-04-1994,31-05-1994,30-06-1994,31-07-1994,31-08-1994,30-09-1994,31-10-1994,30-11-1994,31-12-1994,31-01-1995,28-02-1995,31-03-1995,30-04-1995,31-05-1995,30-06-1995,31-07-1995,31-08-1995,30-09-1995,31-10-1995,30-11-1995,31-12-1995,31-01-1996,29-02-1996,31-03-1996,30-04-1996,31-05-1996,30-06-1996,31-07-1996,31-08-1996,30-09-1996,31-10-1996,30-11-1996,31-12-1996,31-01-1997,28-02-1997,31-03-1997,30-04-1997,31-05-1997,30-06-1997,31-07-1997,31-08-1997,30-09-1997,31-10-1997,30-11-1997,31-12-1997,31-01-1998,28-02-1998,31-03-1998,30-04-1998,31-05-1998,30-06-1998,31-07-1998,31-08-1998,30-09-1998,31-10-1998,30-11-1998,31-12-1998,31-01-1999,28-02-1999,31-03-1999,30-04-1999,31-05-1999,30-06-1999,31-07-1999,31-08-1999,30-09-1999,31-10-1999,30-11-1999,31-12-1999,31-01-2000,29-02-2000,31-03-2000,30-04-2000,31-05-2000,30-06-2000,31-07-2000,31-08-2000,30-09-2000,31-10-2000,30-11-2000,31-12-2000,31-01-2001,28-02-2001,31-03-2001,30-04-2001,31-05-2001,30-06-2001,31-07-2001,31-08-2001,30-09-2001,31-10-2001,30-11-2001,31-12-2001,31-01-2002,28-02-2002,31-03-2002,30-04-2002,31-05-2002,30-06-2002,31-07-2002,31-08-2002,30-09-2002,31-10-2002,30-11-2002,31-12-2002,31-01-2003,28-02-2003,31-03-2003,30-04-2003,31-05-2003,30-06-2003,31-07-2003,31-08-2003,30-09-2003,31-10-2003,30-11-2003,31-12-2003,31-01-2004,29-02-2004,31-03-2004,30-04-2004,31-05-2004,30-06-2004,31-07-2004,31-08-2004,30-09-2004,31-10-2004,30-11-2004,31-12-2004,31-01-2005,28-02-2005,31-03-2005,30-04-2005,31-05-2005,30-06-2005,31-07-2005,31-08-2005,30-09-2005,31-10-2005,30-11-2005,31-12-2005,31-01-2006,28-02-2006,31-03-2006,30-04-2006,31-05-2006,30-06-2006,31-07-2006,31-08-2006,30-09-2006,31-10-2006,30-11-2006,31-12-2006,31-01-2007,28-02-2007,31-03-2007,30-04-2007,31-05-2007,30-06-2007,31-07-2007,31-08-2007,30-09-2007,31-10-2007,30-11-2007,31-12-2007,31-01-2008,29-02-2008,31-03-2008,30-04-2008,31-05-2008,30-06-2008,31-07-2008,31-08-2008,30-09-2008,31-10-2008,30-11-2008,31-12-2008,31-01-2009,28-02-2009,31-03-2009,30-04-2009,31-05-2009,30-06-2009,31-07-2009,31-08-2009,30-09-2009,31-10-2009,30-11-2009,31-12-2009,31-01-2010,28-02-2010,31-03-2010,30-04-2010,31-05-2010,30-06-2010,31-07-2010,31-08-2010,30-09-2010,31-10-2010,30-11-2010,31-12-2010,31-01-2011,28-02-2011,31-03-2011,30-04-2011,31-05-2011,30-06-2011,31-07-2011,31-08-2011,30-09-2011,31-10-2011,30-11-2011,31-12-2011,31-01-2012,29-02-2012,31-03-2012,30-04-2012,31-05-2012,30-06-2012,31-07-2012,31-08-2012,30-09-2012,31-10-2012,30-11-2012,31-12-2012,31-01-2013,28-02-2013,31-03-2013,30-04-2013,31-05-2013,30-06-2013,31-07-2013,31-08-2013,30-09-2013,31-10-2013,30-11-2013,31-12-2013,31-01-2014,28-02-2014,31-03-2014,30-04-2014,31-05-2014,30-06-2014,31-07-2014,31-08-2014,30-09-2014,31-10-2014,30-11-2014,31-12-2014,31-01-2015,28-02-2015,31-03-2015,30-04-2015,31-05-2015,30-06-2015,31-07-2015,31-08-2015,30-09-2015,31-10-2015,30-11-2015,31-12-2015,31-01-2016,29-02-2016,31-03-2016,30-04-2016,31-05-2016,30-06-2016,31-07-2016,31-08-2016,30-09-2016,31-10-2016,30-11-2016,31-12-2016,31-01-2017,28-02-2017,31-03-2017,30-04-2017,31-05-2017,30-06-2017,31-07-2017,31-08-2017,30-09-2017,31-10-2017,30-11-2017,31-12-2017,31-01-2018,28-02-2018,31-03-2018,30-04-2018,31-05-2018,30-06-2018,31-07-2018,31-08-2018,30-09-2018,31-10-2018,30-11-2018,31-12-2018,31-01-2019,28-02-2019,31-03-2019,30-04-2019,31-05-2019,30-06-2019,31-07-2019,31-08-2019,30-09-2019,31-10-2019,30-11-2019,31-12-2019,31-01-2020,29-02-2020,31-03-2020,30-04-2020,31-05-2020,30-06-2020,31-07-2020,31-08-2020,30-09-2020,31-10-2020,30-11-2020,31-12-2020,31-01-2021,28-02-2021,31-03-2021,30-04-2021,31-05-2021,30-06-2021,31-07-2021,31-08-2021,30-09-2021,31-10-2021,30-11-2021,31-12-2021,31-01-2022,28-02-2022,31-03-2022,30-04-2022,31-05-2022,30-06-2022,31-07-2022,31-08-2022,30-09-2022,31-10-2022,30-11-2022,31-12-2022,31-01-2023,28-02-2023,31-03-2023,30-04-2023,31-05-2023,30-06-2023,31-07-2023,31-08-2023,30-09-2023,31-10-2023,30-11-2023,31-12-2023,31-01-2024,29-02-2024,31-03-2024,30-04-2024,31-05-2024,30-06-2024,31-07-2024,31-08-2024,30-09-2024,31-10-2024,30-11-2024,31-12-2024","3001900000.0,2892500000.0,3008500000.0,2957500000.0,3118000000.0,2981200000.0,3025700000.0,3128400000.0,3084100000.0,3218400000.0,3212100000.0,3194700000.0,2666500000.0,2799600000.0,3032300000.0,3133800000.0,3209800000.0,3567800000.0,3514900000.0,3592200000.0,3481200000.0,3646300000.0,3640900000.0,3768000000.0,3258900000.0,3431600000.0,3484500000.0,3414300000.0,3821500000.0,3834100000.0,3774900000.0,3953300000.0,3940400000.0,3900500000.0,4079900000.0,4524300000.0,3601000000.0,3685100000.0,3954800000.0,4029800000.0,4075500000.0,4136000000.0,4069000000.0,4321400000.0,4331000000.0,4472400000.0,4456200000.0,4682500000.0,4243000000.0,4078000000.0,4083700000.0,4180899999.9999995,4557800000.0,4366600000.0,4585200000.0,4699800000.0,4707400000.0,4557900000.0,4679000000.0,4704300000.0,4149000000.0,3812200000.0,4554700000.0,3652100000.0,3919800000.0,4481400000.0,4578900000.0,4091800000.0,4009400000.0,3826600000.0,3865400000.0,3906300000.0,3017800000.0,3195000000.0,3953000000.0,3886100000.0,4041300000.0,3595000000.0,4233800000.0,4623900000.0,4537100000.0,4638200000.0,4457100000.0,4487200000.0,4394000000.0,4793800000.0,4951500000.0,5012000000.0,4858000000.0,5346200000.0,5391000000.0,5576000000.0,5772900000.0,5563300000.0,5239300000.0,5226000000.0,4890300000.0,4738500000.0,5238000000.0,4785700000.0,4850600000.0,4846700000.0,4865700000.0,5123800000.0,4350100000.0,4519500000.0,3894700000.0,4217200000.0,4087600000.0,4197000000.0,4554900000.0,4801300000.0,4725100000.0,5094900000.0,5001800000.0,4927500000.0,5142300000.0,5328400000.0,4437200000.0,4860600000.0,4997400000.0,4980900000.0,5161900000.0,5057100000.0,4960600000.0,5295300000.0,5271000000.0,5023700000.0,5056800000.0,5057000000.0,4961100000.0,5235500000.0,5043100000.0,4907700000.0,5086900000.0,5275300000.0,5590700000.0,5930900000.0,5968200000.0,6391100000.0,7240000000.0,7404600000.0,6119800000.0,6626300000.0,6132300000.0,6381600000.0,7364700000.0,6790700000.0,7185300000.0,6894100000.0,7153900000.0,7274800000.0,7521900000.0,7951500000.0,6885500000.0,8123600000.0,7558600000.0,7397600000.0,7495900000.0,7641300000.0,8369700000.000001,8454100000.0,8880800000.0,8911200000.0,8843900000.0,8717100000.0,8918100000.0,9610300000.0,8322400000.0,8194600000.0,9064800000.0,8913100000.0,9807800000.0,9557200000.0,10039800000.0,9595600000.0,9515700000.0,10304000000.0,9844000000.0,10942000000.0,11191600000.0,10545500000.0,12008900000.0,10921700000.0,12910300000.0,12818500000.0,12527800000.0,12466800000.0,12277200000.0,10789900000.0,9665700000.0,8896500000.0,7280100000.0,7134300000.0,8614700000.0,8454000000.0,9208800000.0,9381500000.0,9684100000.0,10543800000.0,9842600000.0,12242700000.0,10775400000.0,13348100000.0,11595900000.0,11166500000.0,12774400000.0,12035200000.0,12619100000.0,12330100000.0,12487000000.0,13726500000.0,12181600000.0,14399600000.0,15633300000.0,16829900000.000002,14606200000.0,14415300000.0,16366000000.0,16554200000.0,18287400000.0,18386900000.0,17418500000.0,18647800000.0,17543400000.0,16957700000.0,17235500000.0,17077700000.0,15568100000.0,15695400000.0,17251500000.0,16173200000.0,16829500000.0,15441500000.0,16085100000.0,14047000000.0,15898100000.0,15320000000.0,16316900000.0,15393900000.0,15375500000.0,15015600000.0,15024600000.0,14760900000.0,16133400000.0,14758800000.0,15087900000.0,13083700000.0,14706800000.0,15698300000.0,15938600000.0,16967800000.0,14472300000.0,14634100000.0,15192600000.0,14292500000.0,14823600000.0,15409500000.0,14124100000.0,14481600000.0,15275800000.0,15292800000.0,13544700000.0,14436300000.0,13244900000.0,12172800000.0,13634000000.0,13104600000.0,12754700000.0,13514100000.0,11465800000.0,12726000000.0,12588400000.0,12121700000.0,11122200000.0,11917100000.0,10581900000.0,11316700000.0,11812100000.0,11689700000.0,11517400000.0,13206100000.0,9649500000.0,12701700000.0,12579800000.0,12743700000.0,13502900000.0,13832400000.0,13397700000.0,12616000000.0,14718500000.0,13269700000.0,14333900000.0,11661400000.0,13611100000.0,15188000000.0,14580200000.0,15252600000.0,15334700000.0,14864500000.0,14576300000.0,14132400000.0,15510600000.0,14496200000.0,16198300000.0,12941700000.0,16284700000.0,15865100000.0,14956300000.0,15909100000.0,14851700000.0,14290100000.0,14028100000.0,12788600000.0,14447800000.0,13068100000.0,14751800000.0,11763300000.0,15238400000.0,14262000000.0,14080100000.0,14881500000.0,13944500000.0,14428800000.0,13636400000.0,14042100000.0,14031300000.0,12159800000.0,10452600000.0,12006800000.0,13689900000.0,13055300000.0,13956200000.0,14363400000.0,15258400000.0,16539599999.999998,15300200000.0,15255400000.0,18398400000.0,18474100000.0,16908000000.0,18547800000.0,19369600000.0,21443200000.0,20618800000.0,22091000000.0,22845400000.0,22357700000.0,19143200000.0,20489100000.0,26586700000.0,27316200000.0,21493300000.0,26141000000.0,25473400000.0,27928700000.0,24764500000.0,24726300000.0,24059100000.0,23782700000.0,22320700000.0,21319700000.0,23413900000.0,19280400000.0,21706500000.0,20599000000.0,20861300000.0,21996300000.0,20744900000.0,22144500000.0,21995900000.0,22391200000.0,20493100000.0,19272900000.0,22537700000.0,19614900000.0,22325500000.0,20845100000.0,22237300000.0,23440300000.0,22055500000.0,24421600000.0,23998200000.0,23461000000.0",Total Nilai Ekspor Impor Bulanan Ekspor Indonesia US$,2025-01-30 05:50:12
